ID,ESTACION,FECHA,HORA,LONGITUD,LATITUD,ALTITUD,PM10,PM2_5,NO2,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,FECHA_CORTE,ANIO,MES
312206,VILLA_MARIA_DEL_TRIUNFO,2022-08-16,180000,-76.92,-12.1664,272,59.66,39.86,22.2,LIMA,LIMA,VILLA_MARIA_DEL_TRIUNFO,150143,20240430,2022,8
309609,VILLA_MARIA_DEL_TRIUNFO,2022-04-30,130000,-76.92,-12.1664,272,78.82,52.55,19.9,LIMA,LIMA,VILLA_MARIA_DEL_TRIUNFO,150143,20240430,2022,4
386848,SAN_JUAN_DE_LURIGANCHO,2021-10-22,200000,-76.9992,-11.9816,240,NA,45.65,NA,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2021,10
239108,SANTA_ANITA,2023-08-14,000000,-76.9714,-12.043,253,24.99,14.27,27.5,LIMA,LIMA,SANTA_ANITA,150137,20240430,2023,8
345808,SAN_JUAN_DE_LURIGANCHO,2017-02-15,200000,-76.9992,-11.9816,240,66.92,11.9,18.4,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2017,2
521281,CARABAYLLO,2018-06-26,050000,-77.0336,-11.9022,179,103.1,32,26.5,LIMA,LIMA,CARABAYLLO,150106,20240430,2018,6
352721,SAN_JUAN_DE_LURIGANCHO,2017-11-30,210000,-76.9992,-11.9816,240,81.1,28.5,NA,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2017,11
51637,SAN_BORJA,2020-11-21,170000,-77.0077,-12.1086,128,30.29,16.83,NA,LIMA,LIMA,SAN_BORJA,150130,20240430,2020,11
334497,SAN_JUAN_DE_LURIGANCHO,2015-11-02,130000,-76.9992,-11.9816,240,72.01,23,34.7,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2015,11
80302,SAN_BORJA,2024-02-29,020000,-77.0077,-12.1086,128,79.65,18.61,29,LIMA,LIMA,SAN_BORJA,150130,20240430,2024,2
32932,SAN_BORJA,2018-10-04,080000,-77.0077,-12.1086,128,57.43,18.3,13,LIMA,LIMA,SAN_BORJA,150130,20240430,2018,10
526188,CARABAYLLO,2019-01-16,160000,-77.0336,-11.9022,179,NA,19.5,NA,LIMA,LIMA,CARABAYLLO,150106,20240430,2019,1
334842,SAN_JUAN_DE_LURIGANCHO,2015-11-16,220000,-76.9992,-11.9816,240,100,26.1,40.9,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2015,11
9965,SAN_BORJA,2016-02-20,090000,-77.0077,-12.1086,128,11.48,4.5,4.7,LIMA,LIMA,SAN_BORJA,150130,20240430,2016,2
519704,CARABAYLLO,2018-04-21,120000,-77.0336,-11.9022,179,NA,20.6,22.5,LIMA,LIMA,CARABAYLLO,150106,20240430,2018,4
310555,VILLA_MARIA_DEL_TRIUNFO,2022-06-08,230000,-76.92,-12.1664,272,31.55,25.95,19.7,LIMA,LIMA,VILLA_MARIA_DEL_TRIUNFO,150143,20240430,2022,6
172403,SANTA_ANITA,2016-01-03,150000,-76.9714,-12.043,253,67.33,26.3,NA,LIMA,LIMA,SANTA_ANITA,150137,20240430,2016,1
36942,SAN_BORJA,2019-03-20,100000,-77.0077,-12.1086,128,26.84,13,NA,LIMA,LIMA,SAN_BORJA,150130,20240430,2019,3
485992,SAN_MARTIN_DE_PORRES,2023-10-15,200000,-77.0845,-12.0089,56,36.47,24.41333,NA,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2023,10
413136,SAN_MARTIN_DE_PORRES,2015-06-24,040000,-77.0845,-12.0089,56,36.72,13.2,13,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2015,6
382476,SAN_JUAN_DE_LURIGANCHO,2021-04-23,160000,-76.9992,-11.9816,240,NA,52.41,NA,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2021,4
228940,SANTA_ANITA,2022-06-16,080000,-76.9714,-12.043,253,58,38.78,22.8,LIMA,LIMA,SANTA_ANITA,150137,20240430,2022,6
175985,SANTA_ANITA,2016-05-31,210000,-76.9714,-12.043,253,64.59,31.9,3.9,LIMA,LIMA,SANTA_ANITA,150137,20240430,2016,5
448576,SAN_MARTIN_DE_PORRES,2019-07-09,200000,-77.0845,-12.0089,56,NA,19.45,21.9,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2019,7
172617,SANTA_ANITA,2016-01-12,130000,-76.9714,-12.043,253,62.19,22.7,NA,LIMA,LIMA,SANTA_ANITA,150137,20240430,2016,1
554235,CARABAYLLO,2022-03-30,070000,-77.0336,-11.9022,179,12.21,11.97,19.2,LIMA,LIMA,CARABAYLLO,150106,20240430,2022,3
379381,SAN_JUAN_DE_LURIGANCHO,2020-12-15,170000,-76.9992,-11.9816,240,NA,45.47,NA,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2020,12
378020,SAN_JUAN_DE_LURIGANCHO,2020-10-20,000000,-76.9992,-11.9816,240,NA,16.51,NA,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2020,10
113101,CAMPO_DE_MARTE,2018-07-28,170000,-77.0432,-12.0705,117,30.63,22,24.8,LIMA,LIMA,JESUS_MARIA,150113,20240430,2018,7
403378,SAN_JUAN_DE_LURIGANCHO,2023-09-11,140000,-76.9992,-11.9816,240,73.37166,48.93,31.9,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2023,9
413880,SAN_MARTIN_DE_PORRES,2015-07-25,040000,-77.0845,-12.0089,56,35.19,15.4,29.9,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2015,7
496575,CARABAYLLO,2015-08-31,190000,-77.0336,-11.9022,179,93.17,17.4,23.3,LIMA,LIMA,CARABAYLLO,150106,20240430,2015,8
333833,SAN_JUAN_DE_LURIGANCHO,2015-10-05,210000,-76.9992,-11.9816,240,62.36,17.6,33.3,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2015,10
48283,SAN_BORJA,2020-07-04,230000,-77.0077,-12.1086,128,92,17.72,NA,LIMA,LIMA,SAN_BORJA,150130,20240430,2020,7
438153,SAN_MARTIN_DE_PORRES,2018-05-01,130000,-77.0845,-12.0089,56,NA,15.6,37.1,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2018,5
506741,CARABAYLLO,2016-10-28,090000,-77.0336,-11.9022,179,74.57,37.7,35.4,LIMA,LIMA,CARABAYLLO,150106,20240430,2016,10
166659,SANTA_ANITA,2015-05-09,070000,-76.9714,-12.043,253,27.7,10.7,NA,LIMA,LIMA,SANTA_ANITA,150137,20240430,2015,5
560833,CARABAYLLO,2022-12-30,050000,-77.0336,-11.9022,179,176.9,56.27,12.3,LIMA,LIMA,CARABAYLLO,150106,20240430,2022,12
224565,SANTA_ANITA,2021-12-16,010000,-76.9714,-12.043,253,61.21,40.81,NA,LIMA,LIMA,SANTA_ANITA,150137,20240430,2021,12
35087,SAN_BORJA,2019-01-02,030000,-77.0077,-12.1086,128,35.39,7.4,NA,LIMA,LIMA,SAN_BORJA,150130,20240430,2019,1
437935,SAN_MARTIN_DE_PORRES,2018-04-22,110000,-77.0845,-12.0089,56,22.12,12.9,38.8,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2018,4
288550,VILLA_MARIA_DEL_TRIUNFO,2019-12-05,020000,-76.92,-12.1664,272,NA,51.91,NA,LIMA,LIMA,VILLA_MARIA_DEL_TRIUNFO,150143,20240430,2019,12
133456,CAMPO_DE_MARTE,2020-11-22,200000,-77.0432,-12.0705,117,20.01,16.03,NA,LIMA,LIMA,JESUS_MARIA,150113,20240430,2020,11
187352,SANTA_ANITA,2017-09-17,120000,-76.9714,-12.043,253,NA,62.9,42.6,LIMA,LIMA,SANTA_ANITA,150137,20240430,2017,9
145009,CAMPO_DE_MARTE,2022-03-19,050000,-77.0432,-12.0705,117,15.28,14.83,15.5,LIMA,LIMA,JESUS_MARIA,150113,20240430,2022,3
324919,VILLA_MARIA_DEL_TRIUNFO,2024-01-28,110000,-76.92,-12.1664,272,30.45,11.58,16,LIMA,LIMA,VILLA_MARIA_DEL_TRIUNFO,150143,20240430,2024,1
235627,SANTA_ANITA,2023-03-21,230000,-76.9714,-12.043,253,13.23,6.06,18.6,LIMA,LIMA,SANTA_ANITA,150137,20240430,2023,3
92287,CAMPO_DE_MARTE,2016-03-13,110000,-77.0432,-12.0705,117,22.18,9.7,9.1,LIMA,LIMA,JESUS_MARIA,150113,20240430,2016,3
542203,CARABAYLLO,2020-11-13,230000,-77.0336,-11.9022,179,64.88,16.33,NA,LIMA,LIMA,CARABAYLLO,150106,20240430,2020,11
255644,VILLA_MARIA_DEL_TRIUNFO,2016-03-04,000000,-76.92,-12.1664,272,386.19,42.3,17.7,LIMA,LIMA,VILLA_MARIA_DEL_TRIUNFO,150143,20240430,2016,3
390185,SAN_JUAN_DE_LURIGANCHO,2022-03-10,210000,-76.9992,-11.9816,240,38.8,17.28,NA,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2022,3
229663,SANTA_ANITA,2022-07-16,110000,-76.9714,-12.043,253,40.95,29.06,21.1,LIMA,LIMA,SANTA_ANITA,150137,20240430,2022,7
396511,SAN_JUAN_DE_LURIGANCHO,2022-11-29,110000,-76.9992,-11.9816,240,34.7,24.68,NA,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2022,11
77874,SAN_BORJA,2023-11-19,220000,-77.0077,-12.1086,128,42.06,16.71,19.5,LIMA,LIMA,SAN_BORJA,150130,20240430,2023,11
47784,SAN_BORJA,2020-06-14,040000,-77.0077,-12.1086,128,64.51,10.61,NA,LIMA,LIMA,SAN_BORJA,150130,20240430,2020,6
374165,SAN_JUAN_DE_LURIGANCHO,2020-05-12,090000,-76.9992,-11.9816,240,NA,18.82,NA,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2020,5
13575,SAN_BORJA,2016-07-19,190000,-77.0077,-12.1086,128,NA,21.7,25.4,LIMA,LIMA,SAN_BORJA,150130,20240430,2016,7
333145,SAN_JUAN_DE_LURIGANCHO,2015-09-07,050000,-76.9992,-11.9816,240,47.75,17.1,24.1,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2015,9
500,SAN_BORJA,2015-01-22,000000,-77.0077,-12.1086,128,NA,16.8,NA,LIMA,LIMA,SAN_BORJA,150130,20240430,2015,1
76980,SAN_BORJA,2023-10-13,160000,-77.0077,-12.1086,128,114.9,40.57,19.6,LIMA,LIMA,SAN_BORJA,150130,20240430,2023,10
180334,SANTA_ANITA,2016-11-29,020000,-76.9714,-12.043,253,87.7,26,41.5,LIMA,LIMA,SANTA_ANITA,150137,20240430,2016,11
27512,SAN_BORJA,2018-02-20,120000,-77.0077,-12.1086,128,70.69,11.3,25.2,LIMA,LIMA,SAN_BORJA,150130,20240430,2018,2
428659,SAN_MARTIN_DE_PORRES,2017-03-31,230000,-77.0845,-12.0089,56,45,42,17.1,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2017,3
86543,CAMPO_DE_MARTE,2015-07-18,030000,-77.0432,-12.0705,117,45.21,17.8,NA,LIMA,LIMA,JESUS_MARIA,150113,20240430,2015,7
15692,SAN_BORJA,2016-10-16,000000,-77.0077,-12.1086,128,68.05,11.2,35.3,LIMA,LIMA,SAN_BORJA,150130,20240430,2016,10
485652,SAN_MARTIN_DE_PORRES,2023-10-01,160000,-77.0845,-12.0089,56,41.81333,20.53,NA,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2023,10
87969,CAMPO_DE_MARTE,2015-09-15,130000,-77.0432,-12.0705,117,11.68,10.6,NA,LIMA,LIMA,JESUS_MARIA,150113,20240430,2015,9
531973,CARABAYLLO,2019-09-14,170000,-77.0336,-11.9022,179,NA,24.88,24.2,LIMA,LIMA,CARABAYLLO,150106,20240430,2019,9
179701,SANTA_ANITA,2016-11-02,170000,-76.9714,-12.043,253,62.45,15.2,NA,LIMA,LIMA,SANTA_ANITA,150137,20240430,2016,11
117467,CAMPO_DE_MARTE,2019-01-26,150000,-77.0432,-12.0705,117,39.55,15.5,3.4,LIMA,LIMA,JESUS_MARIA,150113,20240430,2019,1
377289,SAN_JUAN_DE_LURIGANCHO,2020-09-19,130000,-76.9992,-11.9816,240,NA,63.87,NA,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2020,9
130051,CAMPO_DE_MARTE,2020-07-03,230000,-77.0432,-12.0705,117,20.94,15.72,NA,LIMA,LIMA,JESUS_MARIA,150113,20240430,2020,7
426793,SAN_MARTIN_DE_PORRES,2017-01-13,050000,-77.0845,-12.0089,56,72.64,14.2,18.6,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2017,1
548304,CARABAYLLO,2021-07-26,040000,-77.0336,-11.9022,179,70.74,31.49,NA,LIMA,LIMA,CARABAYLLO,150106,20240430,2021,7
126439,CAMPO_DE_MARTE,2020-02-04,110000,-77.0432,-12.0705,117,28.57,20.93,NA,LIMA,LIMA,JESUS_MARIA,150113,20240430,2020,2
334245,SAN_JUAN_DE_LURIGANCHO,2015-10-23,010000,-76.9992,-11.9816,240,68.34,22.6,50.1,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2015,10
351549,SAN_JUAN_DE_LURIGANCHO,2017-10-13,010000,-76.9992,-11.9816,240,134.9,35.7,53.5,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2017,10
129964,CAMPO_DE_MARTE,2020-06-30,080000,-77.0432,-12.0705,117,21.63,16.45,NA,LIMA,LIMA,JESUS_MARIA,150113,20240430,2020,6
243025,SANTA_ANITA,2024-01-24,050000,-76.9714,-12.043,253,19,14.16,34.1,LIMA,LIMA,SANTA_ANITA,150137,20240430,2024,1
174992,SANTA_ANITA,2016-04-20,120000,-76.9714,-12.043,253,108,35.4,10.4,LIMA,LIMA,SANTA_ANITA,150137,20240430,2016,4
389072,SAN_JUAN_DE_LURIGANCHO,2022-01-23,120000,-76.9992,-11.9816,240,83.5,30.8,NA,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2022,1
247311,VILLA_MARIA_DEL_TRIUNFO,2015-03-22,190000,-76.92,-12.1664,272,177.55,22.4,NA,LIMA,LIMA,VILLA_MARIA_DEL_TRIUNFO,150143,20240430,2015,3
316995,VILLA_MARIA_DEL_TRIUNFO,2023-03-04,070000,-76.92,-12.1664,272,32.28,27,2.9,LIMA,LIMA,VILLA_MARIA_DEL_TRIUNFO,150143,20240430,2023,3
500460,CARABAYLLO,2016-02-09,160000,-77.0336,-11.9022,179,NA,30.4,14.1,LIMA,LIMA,CARABAYLLO,150106,20240430,2016,2
536903,CARABAYLLO,2020-04-07,030000,-77.0336,-11.9022,179,29.07,9.38,NA,LIMA,LIMA,CARABAYLLO,150106,20240430,2020,4
81000,SAN_BORJA,2024-03-29,040000,-77.0077,-12.1086,128,41.62,16.25,18.7,LIMA,LIMA,SAN_BORJA,150130,20240430,2024,3
555831,CARABAYLLO,2022-06-04,190000,-77.0336,-11.9022,179,88.5,54.38,NA,LIMA,LIMA,CARABAYLLO,150106,20240430,2022,6
247147,VILLA_MARIA_DEL_TRIUNFO,2015-03-15,230000,-76.92,-12.1664,272,122.33,16.2,NA,LIMA,LIMA,VILLA_MARIA_DEL_TRIUNFO,150143,20240430,2015,3
519849,CARABAYLLO,2018-04-27,130000,-77.0336,-11.9022,179,155.4,40.7,42.5,LIMA,LIMA,CARABAYLLO,150106,20240430,2018,4
404710,SAN_JUAN_DE_LURIGANCHO,2023-11-06,020000,-76.9992,-11.9816,240,34.89167,23.295,33.8,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2023,11
195365,SANTA_ANITA,2018-08-17,090000,-76.9714,-12.043,253,40.45,32.5,NA,LIMA,LIMA,SANTA_ANITA,150137,20240430,2018,8
239827,SANTA_ANITA,2023-09-12,230000,-76.9714,-12.043,253,22.41,16.97,26.5,LIMA,LIMA,SANTA_ANITA,150137,20240430,2023,9
2871,SAN_BORJA,2015-04-30,190000,-77.0077,-12.1086,128,NA,9.7,NA,LIMA,LIMA,SAN_BORJA,150130,20240430,2015,4
345833,SAN_JUAN_DE_LURIGANCHO,2017-02-16,210000,-76.9992,-11.9816,240,71.11,26.6,29,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2017,2
473722,SAN_MARTIN_DE_PORRES,2022-05-22,140000,-77.0845,-12.0089,56,59.07,41.86,NA,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2022,5
4348,SAN_BORJA,2015-07-01,080000,-77.0077,-12.1086,128,NA,3.7,NA,LIMA,LIMA,SAN_BORJA,150130,20240430,2015,7
385236,SAN_JUAN_DE_LURIGANCHO,2021-08-16,160000,-76.9992,-11.9816,240,NA,18.31,NA,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2021,8
556369,CARABAYLLO,2022-06-27,050000,-77.0336,-11.9022,179,37.67,36.1,31.3,LIMA,LIMA,CARABAYLLO,150106,20240430,2022,6
317851,VILLA_MARIA_DEL_TRIUNFO,2023-04-08,230000,-76.92,-12.1664,272,17.77,8.49,7.9,LIMA,LIMA,VILLA_MARIA_DEL_TRIUNFO,150143,20240430,2023,4
75707,SAN_BORJA,2023-08-21,150000,-77.0077,-12.1086,128,121.3,40.86,19.9,LIMA,LIMA,SAN_BORJA,150130,20240430,2023,8
160824,CAMPO_DE_MARTE,2024-01-07,040000,-77.0432,-12.0705,117,14.91,10.2,12.7,LIMA,LIMA,JESUS_MARIA,150113,20240430,2024,1
432356,SAN_MARTIN_DE_PORRES,2017-09-02,000000,-77.0845,-12.0089,56,52.15,16.7,32.6,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2017,9
384084,SAN_JUAN_DE_LURIGANCHO,2021-06-29,160000,-76.9992,-11.9816,240,NA,45.59,NA,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2021,6
537427,CARABAYLLO,2020-04-28,230000,-77.0336,-11.9022,179,84.1,18.54,NA,LIMA,LIMA,CARABAYLLO,150106,20240430,2020,4
478971,SAN_MARTIN_DE_PORRES,2022-12-27,070000,-77.0845,-12.0089,56,21.5,14.54,NA,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2022,12
224914,SANTA_ANITA,2021-12-30,140000,-76.9714,-12.043,253,93.4,55.52,23.5,LIMA,LIMA,SANTA_ANITA,150137,20240430,2021,12
182468,SANTA_ANITA,2017-02-26,000000,-76.9714,-12.043,253,NA,13.6,NA,LIMA,LIMA,SANTA_ANITA,150137,20240430,2017,2
99018,CAMPO_DE_MARTE,2016-12-18,220000,-77.0432,-12.0705,117,28.2,8.4,NA,LIMA,LIMA,JESUS_MARIA,150113,20240430,2016,12
92795,CAMPO_DE_MARTE,2016-04-03,150000,-77.0432,-12.0705,117,27.99,4.1,NA,LIMA,LIMA,JESUS_MARIA,150113,20240430,2016,4
502775,CARABAYLLO,2016-05-16,030000,-77.0336,-11.9022,179,64.16,22.6,24.5,LIMA,LIMA,CARABAYLLO,150106,20240430,2016,5
81441,SAN_BORJA,2024-04-16,130000,-77.0077,-12.1086,128,73.1,24.25,25,LIMA,LIMA,SAN_BORJA,150130,20240430,2024,4
321738,VILLA_MARIA_DEL_TRIUNFO,2023-09-17,220000,-76.92,-12.1664,272,36.34,18.91,8.7,LIMA,LIMA,VILLA_MARIA_DEL_TRIUNFO,150143,20240430,2023,9
10456,SAN_BORJA,2016-03-11,200000,-77.0077,-12.1086,128,42.1,8.3,12.5,LIMA,LIMA,SAN_BORJA,150130,20240430,2016,3
321904,VILLA_MARIA_DEL_TRIUNFO,2023-09-24,200000,-76.92,-12.1664,272,48.55,27.17,10.5,LIMA,LIMA,VILLA_MARIA_DEL_TRIUNFO,150143,20240430,2023,9
438783,SAN_MARTIN_DE_PORRES,2018-05-27,190000,-77.0845,-12.0089,56,NA,29.3,53.3,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2018,5
399817,SAN_JUAN_DE_LURIGANCHO,2023-04-16,050000,-76.9992,-11.9816,240,32.08,30.44,NA,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2023,4
427586,SAN_MARTIN_DE_PORRES,2017-02-15,060000,-77.0845,-12.0089,56,40.51,9.9,NA,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2017,2
387014,SAN_JUAN_DE_LURIGANCHO,2021-10-29,180000,-76.9992,-11.9816,240,NA,53.56,NA,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2021,10
476848,SAN_MARTIN_DE_PORRES,2022-09-29,200000,-77.0845,-12.0089,56,46.81,27.48,NA,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2022,9
6284,SAN_BORJA,2015-09-20,000000,-77.0077,-12.1086,128,45.1,20.8,22.6,LIMA,LIMA,SAN_BORJA,150130,20240430,2015,9
379003,SAN_JUAN_DE_LURIGANCHO,2020-11-29,230000,-76.9992,-11.9816,240,NA,29.82,NA,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2020,11
72323,SAN_BORJA,2023-04-02,150000,-77.0077,-12.1086,128,50.8,18.17,7.2,LIMA,LIMA,SAN_BORJA,150130,20240430,2023,4
172381,SANTA_ANITA,2016-01-02,170000,-76.9714,-12.043,253,66.24,24.3,NA,LIMA,LIMA,SANTA_ANITA,150137,20240430,2016,1
482679,SAN_MARTIN_DE_PORRES,2023-05-30,190000,-77.0845,-12.0089,56,11.95,9.08,NA,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2023,5
346801,SAN_JUAN_DE_LURIGANCHO,2017-03-29,050000,-76.9992,-11.9816,240,NA,34.7,NA,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2017,3
62402,SAN_BORJA,2022-02-13,060000,-77.0077,-12.1086,128,112.2,28.1,19.9,LIMA,LIMA,SAN_BORJA,150130,20240430,2022,2
228820,SANTA_ANITA,2022-06-11,080000,-76.9714,-12.043,253,131.5,93.6,27.6,LIMA,LIMA,SANTA_ANITA,150137,20240430,2022,6
486866,SAN_MARTIN_DE_PORRES,2023-11-21,060000,-77.0845,-12.0089,56,21.31167,14.95333,18.8,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2023,11
339410,SAN_JUAN_DE_LURIGANCHO,2016-05-25,060000,-76.9992,-11.9816,240,118.2,58.6,38.1,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2016,5
417696,SAN_MARTIN_DE_PORRES,2015-12-31,040000,-77.0845,-12.0089,56,35.7,10.9,20.4,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2015,12
152216,CAMPO_DE_MARTE,2023-01-13,120000,-77.0432,-12.0705,117,12.02,11.59,5.22,LIMA,LIMA,JESUS_MARIA,150113,20240430,2023,1
185350,SANTA_ANITA,2017-06-26,020000,-76.9714,-12.043,253,57.34,34.6,47.9,LIMA,LIMA,SANTA_ANITA,150137,20240430,2017,6
13822,SAN_BORJA,2016-07-30,020000,-77.0077,-12.1086,128,70.3,29.2,21,LIMA,LIMA,SAN_BORJA,150130,20240430,2016,7
472126,SAN_MARTIN_DE_PORRES,2022-03-17,020000,-77.0845,-12.0089,56,23.16,15.45,19.5,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2022,3
488597,SAN_MARTIN_DE_PORRES,2024-02-01,090000,-77.0845,-12.0089,56,41.98,27.99,NA,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2024,2
35206,SAN_BORJA,2019-01-07,020000,-77.0077,-12.1086,128,58.03,10.2,NA,LIMA,LIMA,SAN_BORJA,150130,20240430,2019,1
418653,SAN_MARTIN_DE_PORRES,2016-02-09,010000,-77.0845,-12.0089,56,39.62,20,15.8,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2016,2
267767,VILLA_MARIA_DEL_TRIUNFO,2017-07-22,030000,-76.92,-12.1664,272,76.36,8.7,1.7,LIMA,LIMA,VILLA_MARIA_DEL_TRIUNFO,150143,20240430,2017,7
436194,SAN_MARTIN_DE_PORRES,2018-02-08,220000,-77.0845,-12.0089,56,30.52,12.5,NA,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2018,2
128926,CAMPO_DE_MARTE,2020-05-18,020000,-77.0432,-12.0705,117,19.98,15.62,NA,LIMA,LIMA,JESUS_MARIA,150113,20240430,2020,5
425982,SAN_MARTIN_DE_PORRES,2016-12-10,100000,-77.0845,-12.0089,56,28.95,16,18.9,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2016,12
485834,SAN_MARTIN_DE_PORRES,2023-10-09,060000,-77.0845,-12.0089,56,25.17667,17.35833,NA,LIMA,LIMA,SAN_MARTIN_DE_PORRES,150135,20240430,2023,10
164837,SANTA_ANITA,2015-02-22,090000,-76.9714,-12.043,253,117.75,32.6,NA,LIMA,LIMA,SANTA_ANITA,150137,20240430,2015,2
118438,CAMPO_DE_MARTE,2019-03-08,020000,-77.0432,-12.0705,117,17.65,13.2,NA,LIMA,LIMA,JESUS_MARIA,150113,20240430,2019,3
362146,SAN_JUAN_DE_LURIGANCHO,2018-12-28,140000,-76.9992,-11.9816,240,125.6,47.5,60,LIMA,LIMA,SAN_JUAN_DE_LURIGANCHO,150132,20240430,2018,12
3711,SAN_BORJA,2015-06-04,190000,-77.0077,-12.1086,128,NA,24.7,NA,LIMA,LIMA,SAN_BORJA,150130,20240430,2015,6
20916,SAN_BORJA,2017-05-21,160000,-77.0077,-12.1086,128,49.82,19,9.3,LIMA,LIMA,SAN_BORJA,150130,20240430,2017,5
232032,SANTA_ANITA,2022-10-23,040000,-76.9714,-12.043,253,95.4,63.79,34.1,LIMA,LIMA,SANTA_ANITA,150137,20240430,2022,10
315383,VILLA_MARIA_DEL_TRIUNFO,2022-12-27,030000,-76.92,-12.1664,272,40.61,27.59,15.2,LIMA,LIMA,VILLA_MARIA_DEL_TRIUNFO,150143,20240430,2022,12
175855,SANTA_ANITA,2016-05-26,110000,-76.9714,-12.043,253,109.2,45.6,5.8,LIMA,LIMA,SANTA_ANITA,150137,20240430,2016,5
324107,VILLA_MARIA_DEL_TRIUNFO,2023-12-25,150000,-76.92,-12.1664,272,35.53,23.75,18.9,LIMA,LIMA,VILLA_MARIA_DEL_TRIUNFO,150143,20240430,2023,12
235106,SANTA_ANITA,2023-02-28,060000,-76.9714,-12.043,253,59.55,27.46,11.9,LIMA,LIMA,SANTA_ANITA,150137,20240430,2023,2
